Reference type,Reference,Document reference,Type,Location,Category,SKU,Product,Quantity in,Cost in,Quantity out,Cost out,Total qty,Total cost
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Napkins,24387,SCALLOPED NAPKIN CUSTARD FLOWER PEACH,2,176.24,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Napkins,24388,SCALLOPED NAPKIN DAISY BUTI GREEN,1,88.12,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Napkins,24389,SCALLOPED NAPKIN YELLOW/GREEN FLOWER,2,176.24,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Napkins,24390,SCALLOPED NAPKIN GRAND TRELLIS,15,"1,321.83",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Napkins,24391,SCALLOPED NAPKIN LEMON FLOWER PEACH,18,"1,586.19",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Napkins,24394,SCALLOPED NAPKIN MONET’S GARDEN,2,176.24,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Napkins,24399,SCALLOPED NAPKIN EMPIRE PINK,4,352.49,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Napkins,24400,SCALLOPED NAPKIN EMPIRE TERRACOTTA,3,264.37,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Napkins,24402,SCALLOPED NAPKIN WALLFLOWER PINK,6,528.73,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Napkins,24403,SCALLOPED NAPKIN WALLFLOWER AQUA,21,"1,850.56",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Napkins,24406,SCALLOPED NAPKIN LOTUS AQUA,3,264.37,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Napkins,24492,NAPKIN IMPERIAL PINK 45X45,43,"3,242.20",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Napkins,24493,NAPKIN IMPERIAL TERRACOTTA 45X45,24,"1,809.60",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Napkins,24494,NAPKIN IMPERIAL BLUE 45X45,1,75.4,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Napkins,24495,NAPKIN NEW FULLARD PINK/AQUA 45X45,22,"1,658.80",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Napkins,24497,NAPKIN NEW FULLARD BLUE 45X45,5,377,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Napkins,24498,NAPKIN DAISY BLISS PINK 45X45,33,"2,488.20",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Napkins,24499,NAPKIN DAISY BLISS GREEN 45X45,11,829.4,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Napkins,24500,NAPKIN DAISY BLISS BLUE 45X45,19,"1,432.60",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Napkins,24502,NAPKIN GRAND TRELLIS PINK 45X45,14,"1,055.60",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Napkins,24503,NAPKIN FLORAL FORTRESS PINK 45X45,1,75.4,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Napkins,24504,NAPKIN POMEGRANATE PODS 45X45,14,"1,055.60",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Napkins,24506,NAPKIN PETAL AQUA 45X45,57,"4,297.80",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Napkins,24507,NAPKIN CHERRY MIST 45X45,6,452.4,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Napkins,24508,NAPKIN FLORAL FUSION 50X50,27,"2,662.20",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Napkins,24510,NAPKIN BOMBAY BLOOM GREEN/BLUE 50X50,9,887.4,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Napkins,24511,NAPKIN MINI VINE PINK 50X50,45,"4,437.00",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Napkins,24512,NAPKIN MINI VINE AQUA 50X50,18,"1,774.80",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Napkins,24514,NAPKIN MINI VINE GREEN 50X50,2,197.2,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Napkins,24515,NAPKIN PALM PLAZA AQUA 50X50,32,"3,155.20",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Napkins,24516,NAPKIN PALM PLAZA PINK 50X50,47,"4,634.20",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Napkins,24517,NAPKIN PALM PLAZA GREEN 50X50,1,98.6,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Napkins,24518,NAPKIN PALM PLAZA BLUE 50X50,7,690.2,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Napkins,24519,NAPKIN MARIGOLD BUD AQUA,36,"2,714.40",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Napkins,24520,NAPKIN MARIGOLD BUD PINK,5,377,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Napkins,25171,NAPKIN MERRY MARIGOLD PINK,66,"5,454.27",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Napkins,25172,NAPKIN MERRY MARIGOLD YELLOW,51,"4,214.67",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Napkins,25173,NAPKIN HAPPY GARDEN PINK,73,"6,032.76",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Napkins,25174,NAPKIN HAPPY GARDEN BLUE,72,"5,950.12",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Napkins,25433,NAPKIN MINI VINE 45x45,1,98.6,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Napkins Total,,,"1,078.00","104,022.45",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Packaging,RIBSOAP,RIBBON SOAP,310,333.31,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Pillowcases,12188,PILLOWCASE SET PINK PORCELAIN TULIP,5,702.49,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Pillowcases,24384,PILLOWCASE LOTUS AQUA,3,253.35,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Pillowcases,24439,PILLOWCASE CONTRAST CANDELABRA AQUA,30,"3,741.00",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Pillowcases,24441,PILLOWCASE CONTRAST EMPIRE BLOCK GREEN,5,623.5,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Pillowcases,24444,PILLOWCASE CONTRAST THISTLE GREEN,2,249.4,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Pillowcases,24445,PILLOWCASE PETAL AQUA,45,"5,611.50",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Pillowcases,24447,PILLOWCASE POMEGRANATE POD,14,"1,745.80",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Pillowcases,24448,PILLOWCASE EMPIRE TRELLIS PINK,56,"6,983.20",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Pillowcases,24450,PILLOWCASE BUD VINE,29,"3,616.30",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Pillowcases,24452,PILLOWCASE MINI VINE AQUA,33,"4,115.10",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Pillowcases,24456,PILLOWCASE NEW FULLARD GREEN,29,"3,616.30",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Pillowcases,24457,PILLOWCASE NEW FULLARD BLUE,1,124.7,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Pillowcases,24459,PILLOWCASE DAISY BLISS GREEN,36,"4,489.20",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Pillowcases,24460,PILLOWCASE DAISY BLISS BLUE,1,124.7,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Pillowcases,24462,PILLOWCASE IMPERIAL PINK,55,"6,858.50",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Pillowcases,24463,PILLOWCASE IMPERIAL TERRACOTTA,36,"4,489.20",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Pillowcases,24464,PILLOWCASE IMPERIAL BLUE,28,"3,491.60",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Pillowcases,24465,PILLOWCASE CLIMBING VINE GREEN,41,"5,112.70",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Pillowcases,24466,PILLOWCASE CLIMBING VINE TERRACOTTA,12,"1,496.40",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Pillowcases,24468,PILLOWCASE CLIMBING VINE AQUA,50,"6,235.00",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Pillowcases,24469,PILLOWCASE CLIMBING VINE PINK,85,"10,599.50",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Pillowcases,24470,PILLOWCASE FEATHER BLOCK GREEN,34,"4,239.80",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Pillowcases,24474,PILLOWCASE FEATHER BLOCK TERRACOTTA,43,"5,362.10",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Pillowcases,24475,PILLOWCASE CONTRAST GEOMETRIC PINK,2,249.4,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Pillowcases,24476,PILLOWCASE CONTRAST GEOMETRIC GREEN,14,"1,745.80",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Pillowcases,24479,PILLOWCASE CONTRAST GEOMETRIC AQUA,41,"5,112.70",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Pillowcases,24553,PILLOWCASE INDIAN ROSE,25,"2,562.78",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Pillowcases,25236,PILLOWCASE VARA BLUE,11,"1,541.73",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Pillowcases,25238,PILLOWCASE TAJ SWIRL,6,840.94,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Pillowcases,25240,PILLOWCASE VARA GREEN,31,"4,344.87",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Pillowcases Total,,,803,"100,279.56",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Quilts,11233,QUILTS GREY PALM CREAM SGL,2,"1,144.02",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Quilts,12360,QUILTS ROYAL HIBISCUS SGL,8,"3,948.08",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Quilts,12362,QUILTS GARDEN TRELLIS SGL,3,"1,615.38",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Quilts,12363,QUILTS GARDEN TRELLIS DBL,1,"1,041.03",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Quilts,24039,VELVET QUILT TERRACOTTA SGL,3,"2,023.49",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Quilts,24041,VELVET QUILT AQUAMARINE SGL,9,"6,070.48",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Quilts,24152,QUILT BUTI ORANGE SGL,1,648.4,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Quilts,24153,QUILT BUTI ORANGE DBL,1,"1,049.10",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Quilts,24521,QUILT AQUA CANDELABRA SGL,5,"2,537.50",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Quilts,24522,QUILT AQUA CANDELABRA DBL,7,"6,191.50",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Quilts,24523,QUILT GREEN EMPIRE BLOCK SGL,1,507.5,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Quilts,24528,QUILT AQUA/WHITE GRAND GARDEN DBL,1,949.95,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Quilts,24531,QUILT THISTLE GREEN SGL,4,"2,030.00",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Quilts,25227,QUILT ROSEWOOD TRAIL SGL,1,545.06,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Quilts,25229,QUILT PANCHALI BLOSSOM SGL,5,"2,725.28",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Quilts,25231,QUILT CANDELABRA VINE SGL,1,545.06,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Quilts,26036,QUILT GARDEN COURT SGL,11,"6,772.73",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Quilts,26037,QUILT GARDEN COURT DBL,9,"8,311.98",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Quilts,26038,QUILT TRELLIS BLOOM SGL,9,"5,541.32",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Quilts,26039,QUILT TRELLIS BLOOM DBL,13,"12,006.19",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Quilts Total,,,95,"66,204.05",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,10731,TABLECLOTH GARDEN BLOCK GREEN 08,2,422.01,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,10743,TABLECLOTH GARDEN BLOCK CORAL 12,11,"2,657.60",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,10744,TABLECLOTH GARDEN BLOCK CORAL 14,15,"4,216.68",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,11163,TABLECLOTH ENCHANTED GARDEN AQUA 14,7,"2,775.00",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,12203,TABLECLOTH MEDALLION GREEN 06,2,329.56,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,12204,TABLECLOTH MEDALLION GREEN 08,1,229.39,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,12205,TABLECLOTH MEDALLION GREEN 10,10,"2,649.60",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,12210,TABLECLOTH MEDALLION BLUE 10,1,264.96,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,12213,TABLECLOTH FIELD OF FLOWERS CORAL 06,2,329.56,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,12215,TABLECLOTH FIELD OF FLOWERS CORAL 10,1,264.96,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,12256,TABLECLOTH BUTI JADE 12,1,156.57,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,12264,TABLECLOTH MONET'S GARDEN 08,1,260.5,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,12272,TABLECLOTH HONEY BUNCH 14,1,390.75,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,12900,TABLECLOTH FLORAL LOTUS TOMATO 08,1,196.75,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,12906,TABLECLOTH FLORAL LOTUS MUSTARD 10,1,241.61,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24101,TABLECLOTH FLORAL ORCHID MUSTARD 06,6,"1,072.79",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24102,TABLECLOTH FLORAL ORCHID MUSTARD 08,1,238.4,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24103,TABLECLOTH FLORAL ORCHID MUSTARD 10,37,"9,702.80",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24104,TABLECLOTH FLORAL ORCHID MUSTARD 12,1,309.92,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24105,TABLECLOTH FLORAL ORCHID MUSTARD 14,11,"3,933.57",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24106,TABLECLOTH DELICATE PAISLEY BLUE 06,26,"4,648.76",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24107,TABLECLOTH DELICATE PAISLEY BLUE 08,44,"10,489.51",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24108,TABLECLOTH DELICATE PAISLEY BLUE 10,37,"9,702.80",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24109,TABLECLOTH DELICATE PAISLEY BLUE 12,11,"3,409.09",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24110,TABLECLOTH DELICATE PAISLEY BLUE 14,9,"3,218.37",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24111,TABLECLOTH MORNING MARIGOLD 06,19,"3,397.17",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24112,TABLECLOTH MORNING MARIGOLD 08,7,"1,668.79",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24113,TABLECLOTH MORNING MARIGOLD 10,33,"8,653.85",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24114,TABLECLOTH MORNING MARIGOLD 12,15,"4,648.76",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24115,TABLECLOTH MORNING MARIGOLD 14,4,"1,430.39",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24116,TABLECLOTH GARDEN TRELLIS 06,9,"1,609.19",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24117,TABLECLOTH GARDEN TRELLIS 08,35,"8,343.93",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24118,TABLECLOTH GARDEN TRELLIS 10,40,"10,489.52",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24119,TABLECLOTH GARDEN TRELLIS 12,10,"3,099.18",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24121,TABLECLOTH HONEY BUNCH GREEN 06,1,178.8,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24122,TABLECLOTH HONEY BUNCH GREEN 08,11,"2,622.38",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24123,TABLECLOTH HONEY BUNCH GREEN 10,12,"3,146.85",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24126,TABLECLOTH ROSY SLATE 06,26,"4,648.76",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24127,TABLECLOTH ROSY SLATE 08,50,"11,919.90",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24128,TABLECLOTH ROSY SLATE 10,40,"10,489.52",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24129,TABLECLOTH ROSY SLATE 12,24,"7,438.02",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24130,TABLECLOTH ROSY SLATE 14,14,"5,006.36",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24131,TABLECLOTH ROUND PRETTY PHOOL GREEN 06,6,"1,144.31",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24133,TABLECLOTH ROUND PRETTY PHOOL GREEN 10,4,"1,144.31",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24134,TABLECLOTH ROUND PRETTY PHOOL AQUA 06,15,"2,860.78",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24135,TABLECLOTH ROUND PRETTY PHOOL AQUA 08,41,"9,774.32",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24136,TABLECLOTH ROUND PRETTY PHOOL AQUA 10,31,"8,868.41",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24137,TABLECLOTH ROUND DELICATE PAISLEY BLUE 06,8,"1,525.75",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24138,TABLECLOTH ROUND DELICATE PAISLEY BLUE 08,42,"10,012.72",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24139,TABLECLOTH ROUND DELICATE PAISLEY BLUE 10,25,"7,151.94",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24143,TABLECLOTH ROUND LOTUS SWIRL 06,1,190.72,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24144,TABLECLOTH ROUND LOTUS SWIRL 08,25,"5,959.95",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24145,TABLECLOTH ROUND LOTUS SWIRL 10,27,"7,724.10",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24161,TABLECLOTH PINK MAJESTY 06,12,"2,867.55",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24162,TABLECLOTH PINK MAJESTY 08,60,"18,359.32",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24163,TABLECLOTH PINK MAJESTY 10,36,"12,326.97",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24164,TABLECLOTH PINK MAJESTY 12,28,"11,178.78",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24165,TABLECLOTH PINK MAJESTY 14,9,"4,130.85",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24166,TABLECLOTH BUTI GALORE ORANGE 06,26,"6,213.03",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24167,TABLECLOTH BUTI GALORE ORANGE 08,57,"17,441.36",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24168,TABLECLOTH BUTI GALORE ORANGE 10,39,"13,354.22",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24169,TABLECLOTH BUTI GALORE ORANGE 12,24,"9,581.82",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24170,TABLECLOTH BUTI GALORE ORANGE 14,6,"2,753.90",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24171,TABLECLOTH BUTI GALORE AQUA 06,6,"1,433.78",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24172,TABLECLOTH BUTI GALORE AQUA 08,27,"8,261.69",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24173,TABLECLOTH BUTI GALORE AQUA 10,16,"5,391.00",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24174,TABLECLOTH BUTI GALORE AQUA 12,2,798.48,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24175,TABLECLOTH BUTI GALORE AQUA 14,2,917.97,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24176,TABLECLOTH BUTI GALORE BLUE 06,10,"2,389.63",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24177,TABLECLOTH BUTI GALORE BLUE 08,56,"17,135.37",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24178,TABLECLOTH BUTI GALORE BLUE 10,24,"8,217.98",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24179,TABLECLOTH BUTI GALORE BLUE 12,24,"9,581.82",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24180,TABLECLOTH BUTI GALORE BLUE 14,3,"1,376.95",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24181,TABLECLOTH PAISLEY CASCADE ORANGE 06,24,"5,735.10",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24182,TABLECLOTH PAISLEY CASCADE ORANGE 08,78,"23,867.12",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24183,TABLECLOTH PAISLEY CASCADE ORANGE 10,58,"19,860.12",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24184,TABLECLOTH PAISLEY CASCADE ORANGE 12,37,"14,771.97",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24185,TABLECLOTH PAISLEY CASCADE ORANGE 14,7,"3,212.88",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24186,TABLECLOTH PAISLEY CASCADE BLUE 06,13,"3,106.51",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24187,TABLECLOTH PAISLEY CASCADE BLUE 08,61,"18,665.31",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24188,TABLECLOTH PAISLEY CASCADE BLUE 10,38,"13,011.80",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24189,TABLECLOTH PAISLEY CASCADE BLUE 12,28,"11,178.78",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24190,TABLECLOTH PAISLEY CASCADE BLUE 14,2,917.97,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24191,TABLECLOTH PAISLEY CASCADE GREEN 06,26,"6,213.03",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24192,TABLECLOTH PAISLEY CASCADE GREEN 08,54,"16,523.39",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24193,TABLECLOTH PAISLEY CASCADE GREEN 10,28,"9,587.65",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24194,TABLECLOTH PAISLEY CASCADE GREEN 12,8,"3,193.94",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24195,TABLECLOTH PAISLEY CASCADE GREEN 14,1,458.98,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Tablecloths,24196,TABLECLOTH MANDALA ORANGE 06,26,"6,213.03",0,0,,
