Reference type,Reference,Document reference,Type,Location,Category,SKU,Product,Quantity in,Cost in,Quantity out,Cost out,Total qty,Total cost
StockTake,ST-03173,Year End Stock Take,Out,Simondium,Pillowcases,24447,PILLOWCASE POMEGRANATE POD,0,0,2,249.4,,
StockTake,ST-03173,Year End Stock Take,Out,Simondium,Pillowcases,24454,PILLOWCASE MINI VINE GREEN,0,0,1,124.7,,
StockTake,ST-03173,Year End Stock Take,Out,Simondium,Pillowcases,24457,PILLOWCASE NEW FULLARD BLUE,0,0,1,124.7,,
StockTake,ST-03173,Year End Stock Take,Out,Simondium,Pillowcases,24458,PILLOWCASE NEW FULLARD MUSTARD,0,0,2,249.4,,
StockTake,ST-03173,Year End Stock Take,Out,Simondium,Pillowcases,24460,PILLOWCASE DAISY BLISS BLUE,0,0,1,124.7,,
StockTake,ST-03173,Year End Stock Take,Out,Simondium,Pillowcases,24465,PILLOWCASE CLIMBING VINE GREEN,0,0,1,124.7,,
StockTake,ST-03173,Year End Stock Take,Out,Simondium,Pillowcases,24469,PILLOWCASE CLIMBING VINE PINK,0,0,1,124.7,,
StockTake,ST-03173,Year End Stock Take,Out,Simondium,Pillowcases,24473,PILLOWCASE FEATHER BLOCK AQUA,0,0,7,872.9,,
StockTake,ST-03173,Year End Stock Take,Out,Simondium,Pillowcases,24474,PILLOWCASE FEATHER BLOCK TERRACOTTA,0,0,1,124.7,,
StockTake,ST-03173,Year End Stock Take,Out,Simondium,Pillowcases,24476,PILLOWCASE CONTRAST GEOMETRIC GREEN,0,0,1,124.7,,
StockTake,ST-03173,Year End Stock Take,Out,Simondium,Pillowcases,25235,PILLOWCASE ROSEWOOD TRAIL,0,0,1,140.16,,
StockTake,ST-03173,Year End Stock Take,Out,Simondium,Pillowcases Total,,,0,0,19,"2,384.76",,
StockTake,ST-03173,Year End Stock Take,Out,Simondium,Tablecloths,24103,TABLECLOTH FLORAL ORCHID MUSTARD 10,0,0,1,262.24,,
StockTake,ST-03173,Year End Stock Take,Out,Simondium,Tablecloths,24138,TABLECLOTH ROUND DELICATE PAISLEY BLUE 08,0,0,1,238.4,,
StockTake,ST-03173,Year End Stock Take,Out,Simondium,Tablecloths,24173,TABLECLOTH BUTI GALORE AQUA 10,0,0,1,342.42,,
StockTake,ST-03173,Year End Stock Take,Out,Simondium,Tablecloths Total,,,0,0,3,843.05,,
StockTake,ST-03173,Year End Stock Take,Out,Simondium,Wool Throws,12920,THROW WOOLLEN ORANGE MAGENTA,0,0,1,825.64,,
StockTake,ST-03173,Year End Stock Take,Out,Simondium Total,,,,0,0,78,"11,549.84",,
StockTake,ST-03173,Year End Stock Take Total,,,,,,40,"7,949.42",78,"11,549.84",-38,"-3,600.42"
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Chairpads,24321,CHAIRPAD GARDEN BLOCK AQUA,2,56.77,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Chairpads,24324,CHAIRPAD GARDEN BLOCK TERRACOTTA,1,28.38,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Chairpads,25042,CHAIRPAD FLORAL AQUA,2,110.19,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Chairpads Total,,,5,195.34,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,11524,SHIRT PRETTY DITSY SHORT S,1,107.7,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,11526,SHIRT PRETTY DITSY SHORT L,8,861.58,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,11527,SHIRT PRETTY DITSY SHORT XL,3,323.09,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,11531,SHIRT PRETTY DITSY LONG L,1,112.83,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,11532,SHIRT PRETTY DITSY LONG XL,8,902.61,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,11537,SHIRT PRETTY DITSY DRESS XL,2,297.45,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,11601,SHIRT EXOTIC PLUM PAISLEY LONG L,1,112.83,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,12524,EMBROIDERED DRESS JADE S,1,487.24,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,12527,EMBROIDERED DRESS JADE XL,1,487.24,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,12528,EMBROIDERED DRESS PINK S,3,"1,461.73",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,12529,EMBROIDERED DRESS PINK M,7,"5,390.91",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,12530,EMBROIDERED DRESS PINK L,6,"4,337.89",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,12930,VINTAGE BAGRU JACKET PRAHMA,1,789.74,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,13067,TOP SUMMERTIME FLORAL M,1,266,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,13071,TUNIC INDIAN DELIGHT LIME S,3,758.11,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,13072,TUNIC INDIAN DELIGHT LIME M,2,505.41,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,13073,TUNIC INDIAN DELIGHT LIME L,3,758.11,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,13076,TUNIC INDIAN DELIGHT AQUA S,9,"2,274.33",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,13078,TUNIC INDIAN DELIGHT AQUA L,2,505.41,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,13079,TUNIC INDIAN DELIGHT AQUA XL,2,505.41,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,13091,SILK BOHEMIAN STRAWBERRY S,8,"3,724.04",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,13092,SILK BOHEMIAN STRAWBERRY M,3,"1,396.52",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,13096,SILK BOHEMIAN LIME S,5,"2,327.53",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,13097,SILK BOHEMIAN LIME M,1,465.51,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,13102,SILK BOHEMIAN AQUA M,1,465.51,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,13111,PJ SET DARLING DAISY AQUA S,1,332.5,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,24072,KIMONO LUXURY SUZANI PINK,1,280.79,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,24637,KIMONO BIRD OF PARADISE LIME,2,333.76,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,24639,KIMONO MARIGOLD BUSH RED,16,"2,670.06",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,24640,KIMONO FAN CORAL,6,"1,001.27",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,24648,DRESS EMBROIDERED PALM M,1,335.73,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,24650,DRESS EMBROIDERED PALM XL,1,335.73,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,24651,DRESS EMBROIDERED MARIGOLD S,1,335.73,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,24652,DRESS EMBROIDERED MARIGOLD M,3,"1,007.18",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,24654,DRESS EMBROIDERED MARIGOLD XL,3,"1,007.18",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25098,KIMONO DAISY MIST,29,"6,037.71",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25100,JACKET VELVET SUZANI,2,"1,283.53",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25109,KIMONO BLOOM BAZAAR,36,"7,584.74",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25110,KIMONO MONET’S GARDEN AQUA,53,"11,166.43",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25111,KIMONO NILA LOTUS,46,"9,691.62",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25112,KIMONO CORAL MOON,46,"9,691.62",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25118,JACKET RANI RIBBON L,2,585.18,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25119,JACKET RANI RIBBON XL,1,292.59,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25120,JACKET INDIGO DEWDROP S,3,877.78,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25121,JACKET INDIGO DEWDROP M,3,877.78,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25122,JACKET INDIGO DEWDROP L,3,877.78,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25123,JACKET INDIGO DEWDROP XL,2,585.18,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25124,JACKET GULAB ROUGE S,1,292.59,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25125,JACKET GULAB ROUGE M,4,"1,170.37",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25126,JACKET GULAB ROUGE L,4,"1,170.37",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25127,JACKET GULAB ROUGE XL,1,292.27,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25181,PJ SHORT LOTUS LOUNGE S,7,"1,054.53",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25182,PJ SHORT LOTUS LOUNGE M,5,753.23,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25183,PJ SHORT LOTUS LOUNGE L,10,"1,506.47",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25184,PJ SHORT LOTUS LOUNGE XL,1,150.65,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25185,PJ SHORT JAIPUR DREAM S,2,301.29,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25186,PJ SHORT JAIPUR DREAM M,1,150.65,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25187,PJ SHORT JAIPUR DREAM L,6,903.88,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25188,PJ SHORT JAIPUR DREAM XL,1,150.65,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25189,PJ SHORT FLORAL FIESTA S,7,"1,054.53",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25190,PJ SHORT FLORAL FIESTA M,5,753.23,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25191,PJ SHORT FLORAL FIESTA L,8,"1,205.17",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25192,PJ SHORT FLORAL FIESTA XL,2,301.29,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25193,PJ LONG HAPPY GARDEN S,2,335.73,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25194,PJ LONG HAPPY GARDEN M,6,"1,007.18",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25195,PJ LONG HAPPY GARDEN L,7,"1,175.05",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25196,PJ LONG HAPPY GARDEN XL,3,503.59,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25197,PJ LONG PARROT S,3,503.59,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25198,PJ LONG PARROT M,6,"1,007.18",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25199,PJ LONG PARROT L,6,"1,007.18",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25200,PJ LONG PARROT XL,1,167.86,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25201,PJ LONG RANI ROSE S,4,671.45,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25202,PJ LONG RANI ROSE M,11,"1,846.50",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25203,PJ LONG RANI ROSE L,16,"2,685.82",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25204,PJ LONG RANI ROSE XL,5,839.32,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25205,PJ LONG MEADOW GLOW S,8,"1,342.91",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25206,PJ LONG MEADOW GLOW M,13,"2,182.23",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25207,PJ LONG MEADOW GLOW L,19,"3,189.41",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25208,PJ LONG MEADOW GLOW XL,6,"1,007.18",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25210,DRESS MERRY MARIGOLD YELLOW M,3,593.98,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25212,DRESS MERRY MARIGOLD YELLOW XL,1,197.99,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25213,DRESS MERRY MARIGOLD PINK S,1,197.99,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25214,DRESS MERRY MARIGOLD PINK M,5,989.97,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25215,DRESS MERRY MARIGOLD PINK L,3,593.98,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25216,DRESS MERRY MARIGOLD PINK XL,1,197.99,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25246,DRESS EMERALD GARDEN S,4,"1,143.93",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25247,DRESS EMERALD GARDEN M,5,"1,429.92",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25248,DRESS EMERALD GARDEN L,3,857.95,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25249,DRESS EMERALD GARDEN XL,6,"1,715.90",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25262,DRESS PETAL ROUGE S,4,"2,528.69",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25263,DRESS PETAL ROUGE M,4,"2,528.69",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25264,DRESS PETAL ROUGE L,6,"3,793.04",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25265,DRESS PETAL ROUGE XL,3,"1,896.52",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25266,DRESS POPPY BAZAAR S,4,"2,528.69",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25267,DRESS POPPY BAZAAR M,4,"2,528.69",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25268,DRESS POPPY BAZAAR L,5,"3,160.86",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25269,DRESS POPPY BAZAAR XL,4,"2,528.69",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25270,TUNIC FERNWOOD S,3,568.47,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25271,TUNIC FERNWOOD M,3,568.47,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25272,TUNIC FERNWOOD L,8,"1,515.91",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25273,TUNIC FERNWOOD XL,1,189.49,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25274,TUNIC JARDIN MARRAKESH S,3,568.47,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25275,TUNIC JARDIN MARRAKESH M,2,378.98,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25276,TUNIC JARDIN MARRAKESH L,4,757.96,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25277,TUNIC JARDIN MARRAKESH XL,1,189.49,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25278,TUNIC PAISLEY TANGO S,3,568.47,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25279,TUNIC PAISLEY TANGO M,5,947.45,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25280,TUNIC PAISLEY TANGO L,6,"1,136.93",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25281,TUNIC PAISLEY TANGO XL,1,189.49,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25282,TUNIC JODPHUR SUZANI S,2,378.98,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25283,TUNIC JODPHUR SUZANI M,1,189.49,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25284,TUNIC JODPHUR SUZANI L,8,"1,515.91",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25303,TOP INDIGO BLOOM M,1,137.73,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25304,TOP INDIGO BLOOM L,3,413.2,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25305,TOP INDIGO BLOOM XL,1,137.73,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25380,JACKET SUZANI,1,748.21,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25381,DRESS GOLDEN BLOOM S,3,"1,896.52",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25382,DRESS GOLDEN BLOOM M,5,"3,160.86",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25383,DRESS GOLDEN BLOOM L,5,"3,160.86",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25384,DRESS GOLDEN BLOOM XL,3,"1,896.52",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25400,JACKET VELVET POMEGRANATE PINK,10,"6,583.98",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25401,JACKET VELVET POMEGRANATE BLUE,10,"6,583.98",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,25527,KIMONO DEWDROP ROSE,53,"11,166.43",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,26186,SKIRT BLOSSOM PINK,1,136.56,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,26189,TOP GOLDEN BLOOM,1,204.83,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing,8933,SHIRT PS ORANGE WALLFLOWER S,3,787.5,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Clothing Total,,,742,"193,592.24",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Cushion Covers,CC13590,CC SUZANI FLORAL ORANGE/PINK 60x60,10,"1,549.51",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Cushion Covers,CC13671,CC SUZANI FLORAL GREEN 60x60,8,"1,239.61",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Cushion Covers,CC24423,PRETTY MARIGOLD SUMMER 50X50,12,"1,549.51",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Cushion Covers,CC25048,FRINGE SLUB JADE 45x45,18,"1,377.33",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Cushion Covers,CC25050,FRINGE SLUB AQUA 45x45,6,459.11,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Cushion Covers,CC25051,FRINGE SLUB TERRACOTTA 45x45,8,612.14,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Cushion Covers,CC25052,FRINGE SLUB CORAL 45x45,6,459.11,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Cushion Covers,CC25053,FRINGE SLUB JADE 60x60,21,"2,892.38",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Cushion Covers,CC25055,FRINGE SLUB AQUA 60x60,15,"2,065.99",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Cushion Covers,CC25058,FRINGE SLUB JADE 40x60,8,710.09,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Cushion Covers,CC25060,FRINGE SLUB AQUA 40x60,5,443.81,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Cushion Covers,CC25062,FRINGE SLUB CORAL 40x60,2,177.52,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Cushion Covers,CC25065,FLORAL MONSOON BLOOM 60x60,13,"1,193.68",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Cushion Covers,CC25066,FLORAL MONSOON BLOOM 40x60,4,244.86,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Cushion Covers,CC25069,GRAND MUGHAL BUTI 45x45,5,229.55,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Cushion Covers,CC25073,GRAND NEEM BUTI 45x45,6,275.46,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Cushion Covers,CC25076,BANGALORE BLUE 45x45,3,550.93,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Cushion Covers,CC25077,SUNDAR SUZANI 35x60,11,"2,188.42",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Cushion Covers,CC25083,SUZANI WOOL PINK/CORAL 40x60,4,934.08,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Cushion Covers,CC25084,SUZANI WOOL AQUA/TEAL 40x60,10,"2,335.19",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Cushion Covers,CC25160,JUNGLE FEVER 60x60,27,"4,183.68",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Cushion Covers,CC25161,COURTYARD AQUA 60x60,34,"5,268.33",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Cushion Covers,CC25162,COURTYARD PINK 60x60,34,"5,268.33",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Cushion Covers,CC25165,SUZANI BOUQUET PINK 50X50,16,"2,203.75",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Cushion Covers,CC25168,PRETTY MARIGOLD GREEN 50x50,14,"1,807.76",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Cushion Covers,CC25307,BANGALORE PINK 45x45,18,"3,305.58",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Cushion Covers,CC25523,CC SUZANI WOOL BLUE 40X60,80,"13,096.30",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Cushion Covers,CC25524,CC SUZANI WOOL GREEN 40X60,71,"10,962.05",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Cushion Covers,CC25528,TWO TONE FULLARD MONSOON BLUE 60x60,34,"5,268.33",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Cushion Covers,CC25529,TWO TONE FULLARD SUNDAR BLUSH 60X60,16,"2,479.22",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Cushion Covers,CC25530,TWO TONE FULLARD MISTY GREEN 60X60,16,"2,479.22",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Cushion Covers,CC25660,CUSHION WILD FLOWER AQUA 45X45,25,"1,123.75",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Cushion Covers,CC26040,SUZANI WOOL SUNDAR BREEZE 40X60,75,"17,098.89",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Cushion Covers,CC26041,SUZANI WOOL SUNDAR FLAME 40X60,73,"16,642.92",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Cushion Covers Total,,,708,"112,676.37",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Cushions,11732,JADE FABRIC TASSELS FIBRE 45X45,1,97.6,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Cushions,12981,ISLAND IKAT AQUA 50X50,1,149.43,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Cushions,13283,SLUB MULBERRY 60X60,8,942.33,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Cushions,13590,SUZANI FLORAL ORANGE/PINK 60x60,5,978.87,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Cushions,13592,SUZANI TULIP TEAL/AQUA 60x60,1,154.2,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Cushions,13594,SUZANI CIRCLE TEAL/GREEN 40x60,1,172.22,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Cushions,13671,SUZANI FLORAL GREEN 60x60,12,"2,762.72",0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Cushions,13689,NAVY ZIG ZAG 55x55,1,205.94,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Cushions,13763,SPOTS & DOTS FRILL PAVOLA 50x50,6,982.07,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Cushions,13764,SPOTS & DOTS FRILL BLUSH RED 50x50,1,163.68,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Cushions,24016,BIRD OF PARADISE AQUA 60X60,3,658.56,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Cushions,24021,PALACE TILE GREEN 50X50,1,163.74,0,0,,
StockTake,ST-03179,Year end Stock take,In,The Taj Mahal,Cushions,24048,TEXTURED FRINGE SOFT PEACH 35X50,1,125.11,0,0,,
